2.00 2.10    0.976916    0.041667   -0.009953    0.010073    0.083333   -0.001961    0.009727    0.125000    0.000069    0.006245    0.166667    0.006580    0.004426    0.208333    0.004024   -0.003970    0.250000    0.002008   -0.001671
2.01 2.11    0.976703    0.041667   -0.006813    0.003178    0.083333    0.002183    0.013578    0.125000   -0.004986    0.006527    0.166667    0.007889   -0.001080    0.208333    0.007517    0.000678    0.250000   -0.003456    0.000166
2.02 2.12    0.976487    0.041667   -0.003581   -0.003827    0.083333    0.006394    0.017598    0.125000   -0.010174    0.006714    0.166667    0.008909   -0.006578    0.208333    0.010845    0.005400    0.250000   -0.008463    0.001996
2.03 2.13    0.976270    0.041667   -0.001604   -0.007729    0.083333    0.008449    0.019401    0.125000   -0.012868    0.006520    0.166667    0.009201   -0.009489    0.208333    0.012149    0.007965    0.250000   -0.010915    0.002939
2.04 2.14    0.976051    0.041667   -0.000544   -0.009315    0.083333    0.008629    0.019708    0.125000   -0.013641    0.005957    0.166667    0.009780   -0.010275    0.208333    0.011720    0.010008    0.250000   -0.011683    0.002502
2.05 2.15    0.975830    0.041667    0.000554   -0.010365    0.083333    0.008844    0.019890    0.125000   -0.013998    0.005319    0.166667    0.010310   -0.010738    0.208333    0.011168    0.011489    0.250000   -0.012232    0.001753
2.06 2.16    0.975607    0.041667    0.001557   -0.011438    0.083333    0.008928    0.019933    0.125000   -0.014347    0.004718    0.166667    0.010755   -0.011051    0.208333    0.010583    0.012721    0.250000   -0.012552    0.001228
2.07 2.17    0.975382    0.041667    0.002302   -0.012292    0.083333    0.008840    0.020076    0.125000   -0.014523    0.004024    0.166667    0.010924   -0.011223    0.208333    0.009988    0.013691    0.250000   -0.012782    0.000588
2.08 2.18    0.975155    0.041667    0.002913   -0.012846    0.083333    0.008682    0.020272    0.125000   -0.014770    0.003467    0.166667    0.011209   -0.011442    0.208333    0.009339    0.014321    0.250000   -0.012504   -0.000097
2.09 2.19    0.974926    0.041667    0.003477   -0.013525    0.083333    0.008484    0.020405    0.125000   -0.014901    0.002703    0.166667    0.011224   -0.011448    0.208333    0.008901    0.014797    0.250000   -0.012315   -0.000653
2.10 2.20    0.974694    0.041667    0.004144   -0.014070    0.083333    0.008106    0.020411    0.125000   -0.015113    0.002109    0.166667    0.011200   -0.011507    0.208333    0.008531    0.015259    0.250000   -0.012087   -0.001370
2.11 2.21    0.974461    0.041667    0.002983   -0.010567    0.083333    0.005010    0.017279    0.125000   -0.011244    0.001196    0.166667    0.009897   -0.007641    0.208333    0.005337    0.012785    0.250000   -0.008171   -0.003168
2.12 2.22    0.974226    0.041667    0.001602   -0.006567    0.083333    0.001766    0.013800    0.125000   -0.007011    0.000426    0.166667    0.008665   -0.003451    0.208333    0.002065    0.010237    0.250000   -0.004374   -0.004946
2.13 2.23    0.973988    0.041667    0.000949   -0.004589    0.083333   -0.000120    0.011840    0.125000   -0.004664   -0.000165    0.166667    0.008004   -0.001085    0.208333    0.000415    0.009019    0.250000   -0.002415   -0.005929
2.14 2.24    0.973749    0.041667    0.000822   -0.004000    0.083333   -0.000485    0.010827    0.125000   -0.003732   -0.000312    0.166667    0.007340   -0.000140    0.208333    0.000157    0.008241    0.250000   -0.001571   -0.005793
2.15 2.25    0.973507    0.041667    0.000709   -0.003706    0.083333   -0.000808    0.010178    0.125000   -0.003177   -0.000427    0.166667    0.006665    0.000487    0.208333    0.000013    0.007654    0.250000   -0.000995   -0.005541
2.16 2.26    0.973263    0.041667    0.000616   -0.003432    0.083333   -0.001022    0.009448    0.125000   -0.002479   -0.000622    0.166667    0.006107    0.000929    0.208333   -0.000112    0.007170    0.250000   -0.000644   -0.005302
2.17 2.27    0.973017    0.041667    0.000537   -0.003278    0.083333   -0.001278    0.008799    0.125000   -0.002038   -0.000579    0.166667    0.005600    0.001249    0.208333   -0.000133    0.006786    0.250000   -0.000252   -0.005018
2.18 2.28    0.972769    0.041667    0.000364   -0.003139    0.083333   -0.001601    0.008129    0.125000   -0.001604   -0.000446    0.166667    0.005177    0.001733    0.208333   -0.000047    0.006597    0.250000   -0.000101   -0.004630
2.19 2.29    0.972518    0.041667    0.000358   -0.002940    0.083333   -0.001751    0.007589    0.125000   -0.001169   -0.000264    0.166667    0.004970    0.002020    0.208333   -0.000054    0.006313    0.250000    0.000089   -0.004446
2.20 2.30    0.972265    0.041667    0.000239   -0.002907    0.083333   -0.001733    0.007001    0.125000   -0.000817   -0.000204    0.166667    0.004687    0.002376    0.208333   -0.000167    0.005988    0.250000    0.000085   -0.004030
2.21 2.31    0.972010    0.041667    0.000300   -0.002799    0.083333   -0.001804    0.006568    0.125000   -0.000537   -0.000167    0.166667    0.004408    0.002584    0.208333   -0.000148    0.005789    0.250000    0.000254   -0.003757
2.22 2.32    0.971753    0.041667    0.000399   -0.002802    0.083333   -0.001830    0.006044    0.125000   -0.000399   -0.000213    0.166667    0.003965    0.002792    0.208333   -0.000095    0.005446    0.250000    0.000339   -0.003518
2.23 2.33    0.971493    0.041667    0.000381   -0.002606    0.083333   -0.001829    0.005688    0.125000   -0.000282   -0.000051    0.166667    0.003692    0.002970    0.208333   -0.000027    0.005244    0.250000    0.000403   -0.003313
2.24 2.34    0.971231    0.041667    0.000484   -0.002453    0.083333   -0.001885    0.005395    0.125000   -0.000193   -0.000095    0.166667    0.003356    0.003006    0.208333   -0.000037    0.004881    0.250000    0.000336   -0.003108
2.25 2.35    0.970967    0.041667    0.000556   -0.002396    0.083333   -0.001944    0.005128    0.125000   -0.000018   -0.000057    0.166667    0.003097    0.003070    0.208333   -0.000076    0.004562    0.250000    0.000392   -0.002889
2.26 2.36    0.970701    0.041667    0.000658   -0.002273    0.083333   -0.001882    0.005064    0.125000    0.000032   -0.000006    0.166667    0.002873    0.003115    0.208333   -0.000057    0.004247    0.250000    0.000513   -0.002725
2.27 2.37    0.970432    0.041667    0.000698   -0.002237    0.083333   -0.001874    0.004958    0.125000    0.000120    0.000099    0.166667    0.002668    0.003206    0.208333   -0.000100    0.004007    0.250000    0.000594   -0.002542
2.28 2.38    0.970160    0.041667    0.000812   -0.002160    0.083333   -0.001824    0.004803    0.125000    0.000080    0.000097    0.166667    0.002429    0.003250    0.208333   -0.000118    0.003791    0.250000    0.000661   -0.002347
2.29 2.39    0.969886    0.041667    0.000773   -0.002083    0.083333   -0.001904    0.004723    0.125000    0.000050    0.000130    0.166667    0.002190    0.003363    0.208333   -0.000124    0.003618    0.250000    0.000744   -0.002164
2.30 2.40    0.969610    0.041667    0.000869   -0.001969    0.083333   -0.001946    0.004607    0.125000    0.000116    0.000095    0.166667    0.001948    0.003411    0.208333   -0.000178    0.003378    0.250000    0.000820   -0.002100
2.31 2.41    0.969331    0.041667    0.000983   -0.001950    0.083333   -0.001935    0.004378    0.125000    0.000104    0.000036    0.166667    0.001753    0.003333    0.208333   -0.000167    0.003084    0.250000    0.000770   -0.002038
2.32 2.42    0.969050    0.041667    0.000913   -0.001936    0.083333   -0.002032    0.004362    0.125000    0.000121    0.000031    0.166667    0.001623    0.003369    0.208333   -0.000146    0.002865    0.250000    0.000784   -0.001963
2.33 2.43    0.968767    0.041667    0.000990   -0.001953    0.083333   -0.002104    0.004214    0.125000    0.000076    0.000052    0.166667    0.001394    0.003329    0.208333   -0.000203    0.002649    0.250000    0.000806   -0.001842
2.34 2.44    0.968481    0.041667    0.000905   -0.001948    0.083333   -0.002152    0.003976    0.125000    0.000126    0.000233    0.166667    0.001107    0.003251    0.208333   -0.000157    0.002526    0.250000    0.000767   -0.001719
2.35 2.45    0.968192    0.041667    0.000727   -0.001807    0.083333   -0.002081    0.003605    0.125000    0.000247    0.000527    0.166667    0.000639    0.003044    0.208333    0.000069    0.002401    0.250000    0.000566   -0.001581
2.36 2.46    0.967901    0.041667    0.000577   -0.001795    0.083333   -0.002121    0.003144    0.125000    0.000304    0.000785    0.166667    0.000123    0.002887    0.208333    0.000342    0.002362    0.250000    0.000278   -0.001441
2.37 2.47    0.967607    0.041667    0.000488   -0.001733    0.083333   -0.002130    0.002707    0.125000    0.000385    0.000935    0.166667   -0.000307    0.002618    0.208333    0.000626    0.002278    0.250000    0.000042   -0.001390
2.38 2.48    0.967310    0.041667    0.000293   -0.001580    0.083333   -0.002150    0.002331    0.125000    0.000424    0.001103    0.166667   -0.000678    0.002293    0.208333    0.000882    0.002165    0.250000   -0.000152   -0.001355
