   2.050000    0.945772
   2.150000    0.944529
   2.250000    0.964799
   2.350000    0.968019
   2.450000    0.970388
   2.550000    0.970518
   2.650000    0.968026
   2.750000    0.966355
   2.850000    0.964209
   2.950000    0.960665
   3.050000    0.957567
   3.150000    0.950937
   3.250000    0.945158
   3.350000    0.939423
   3.450000    0.932332
   3.550000    0.922595
   3.650000    0.911667
   3.750000    0.900576
   3.850000    0.889840
   3.950000    0.879175
   4.050000    0.865450
   4.150000    0.851614
   4.250000    0.836835
   4.350000    0.821684
   4.450000    0.803954
   4.550000    0.786166
   4.650000    0.771982
   4.750000    0.756773
   4.850000    0.741686
   4.950000    0.723985
   5.050000    0.707504
   5.150000    0.687805
   5.250000    0.669070
   5.350000    0.654576
   5.450000    0.639995
   5.550000    0.621141
   5.650000    0.601983
   5.750000    0.587962
   5.850000    0.533604
