2.00 2.10   14.072704    0.041667    2.171652   -1.579744    0.083333    0.542614    0.036670    0.125000    0.175103   -3.098931    0.166667    0.187382    2.147074    0.208333    0.391376   -2.483645    0.250000    0.268723   -1.613219
2.01 2.11   14.067920    0.041667    2.156200   -1.603489    0.083333    0.524735    0.018238    0.125000    0.185694   -3.122626    0.166667    0.189791    2.253408    0.208333    0.415232   -2.463398    0.250000    0.263010   -1.511982
2.02 2.12   14.063056    0.041667    2.148404   -1.600605    0.083333    0.553074    0.055280    0.125000    0.193828   -3.171585    0.166667    0.213645    2.150339    0.208333    0.437392   -2.504326    0.250000    0.275372   -1.491593
2.03 2.13   14.058110    0.041667    2.113943   -1.579469    0.083333    0.495779    0.080790    0.125000    0.189522   -3.065389    0.166667    0.207240    2.012578    0.208333    0.419636   -2.518301    0.250000    0.255937   -1.553546
2.04 2.14   14.053082    0.041667    2.104028   -1.562624    0.083333    0.485006    0.152159    0.125000    0.171316   -3.131729    0.166667    0.197984    1.912524    0.208333    0.433279   -2.495375    0.250000    0.241128   -1.477534
2.05 2.15   14.047970    0.041667    2.084679   -1.566985    0.083333    0.501848    0.219763    0.125000    0.175317   -3.214448    0.166667    0.203148    1.977898    0.208333    0.435266   -2.515368    0.250000    0.219692   -1.442165
2.06 2.16   14.042773    0.041667    2.062806   -1.549991    0.083333    0.476582    0.251930    0.125000    0.181784   -3.350678    0.166667    0.205720    1.900994    0.208333    0.453991   -2.563542    0.250000    0.239059   -1.425794
2.07 2.17   14.037490    0.041667    2.035941   -1.535150    0.083333    0.432447    0.310950    0.125000    0.173091   -3.304308    0.166667    0.225208    1.676010    0.208333    0.436163   -2.543857    0.250000    0.223886   -1.352665
2.08 2.18   14.032119    0.041667    2.019135   -1.533134    0.083333    0.422695    0.384505    0.125000    0.168629   -3.387436    0.166667    0.235114    1.781349    0.208333    0.462097   -2.517426    0.250000    0.251416   -1.374507
2.09 2.19   14.026658    0.041667    1.985759   -1.517862    0.083333    0.427257    0.422439    0.125000    0.182678   -3.536858    0.166667    0.233805    1.944497    0.208333    0.488480   -2.601629    0.250000    0.256162   -1.368544
2.10 2.20   14.021107    0.041667    1.985427   -1.469712    0.083333    0.406474    0.523868    0.125000    0.156200   -3.480899    0.166667    0.249453    1.730040    0.208333    0.452855   -2.645504    0.250000    0.225471   -1.412409
2.11 2.21   14.015465    0.041667    1.984988   -1.451347    0.083333    0.389427    0.640584    0.125000    0.146517   -3.352979    0.166667    0.258633    1.714289    0.208333    0.440570   -2.602499    0.250000    0.223465   -1.403813
2.12 2.22   14.009729    0.041667    1.951055   -1.460391    0.083333    0.375007    0.722976    0.125000    0.160922   -3.381503    0.166667    0.249086    1.909006    0.208333    0.456653   -2.580187    0.250000    0.199900   -1.352450
2.13 2.23   14.003898    0.041667    1.926060   -1.455187    0.083333    0.375176    0.700624    0.125000    0.164947   -3.458842    0.166667    0.258251    1.935174    0.208333    0.466010   -2.575177    0.250000    0.208228   -1.247544
2.14 2.24   13.997971    0.041667    1.896679   -1.434836    0.083333    0.330532    0.929222    0.125000    0.148484   -3.224375    0.166667    0.276212    1.876062    0.208333    0.432059   -2.581028    0.250000    0.189512   -1.240848
2.15 2.25   13.991946    0.041667    1.869985   -1.440807    0.083333    0.283227    1.102595    0.125000    0.152015   -3.139154    0.166667    0.281925    1.986184    0.208333    0.455714   -2.518739    0.250000    0.181940   -1.234944
2.16 2.26   13.985822    0.041667    1.815646   -1.463106    0.083333    0.293171    1.017398    0.125000    0.159642   -3.312523    0.166667    0.280706    2.083648    0.208333    0.453894   -2.511371    0.250000    0.176250   -1.244124
2.17 2.27   13.979597    0.041667    1.783730   -1.442361    0.083333    0.299738    1.042116    0.125000    0.150486   -3.232009    0.166667    0.282273    2.014656    0.208333    0.451761   -2.559754    0.250000    0.164190   -1.322447
2.18 2.28   13.973270    0.041667    1.732709   -1.472157    0.083333    0.236277    1.278018    0.125000    0.159638   -3.008915    0.166667    0.275092    2.085719    0.208333    0.433787   -2.544273    0.250000    0.143821   -1.206728
2.19 2.29   13.966839    0.041667    1.709105   -1.487619    0.083333    0.225628    1.515934    0.125000    0.165790   -2.948356    0.166667    0.286866    2.163857    0.208333    0.433219   -2.471524    0.250000    0.129982   -1.026244
2.20 2.30   13.960302    0.041667    1.671978   -1.488401    0.083333    0.240885    1.286947    0.125000    0.142439   -3.136991    0.166667    0.283252    2.147024    0.208333    0.449197   -2.497954    0.250000    0.143838   -0.957542
2.21 2.31   13.953659    0.041667    1.629354   -1.453732    0.083333    0.240136    1.415439    0.125000    0.102254   -2.954503    0.166667    0.298306    1.946284    0.208333    0.434446   -2.556453    0.250000    0.122434   -1.019880
2.22 2.32   13.946907    0.041667    1.605267   -1.426546    0.083333    0.236098    1.852345    0.125000    0.100204   -2.457347    0.166667    0.299378    1.890757    0.208333    0.439323   -2.509848    0.250000    0.119760   -0.935434
2.23 2.33   13.940045    0.041667    1.577895   -1.428959    0.083333    0.241536    1.804884    0.125000    0.086000   -2.693502    0.166667    0.300355    1.969420    0.208333    0.446436   -2.533910    0.250000    0.105581   -0.905664
2.24 2.34   13.933071    0.041667    1.541089   -1.441904    0.083333    0.221304    1.545027    0.125000    0.083276   -2.836473    0.166667    0.309051    1.916165    0.208333    0.453413   -2.579359    0.250000    0.104131   -0.968578
2.25 2.35   13.925983    0.041667    1.500689   -1.413942    0.083333    0.227567    1.822807    0.125000    0.072491   -2.602596    0.166667    0.298437    1.843907    0.208333    0.426524   -2.617684    0.250000    0.101383   -0.842039
2.26 2.36   13.918780    0.041667    1.506562   -1.360778    0.083333    0.267296    2.067493    0.125000    0.084220   -2.339428    0.166667    0.307119    1.873214    0.208333    0.429710   -2.618780    0.250000    0.093164   -0.600960
2.27 2.37   13.911460    0.041667    1.477464   -1.345135    0.083333    0.268508    2.161233    0.125000    0.050925   -2.535857    0.166667    0.301920    1.986457    0.208333    0.437481   -2.640311    0.250000    0.081955   -0.578529
2.28 2.38   13.904022    0.041667    1.477116   -1.300771    0.083333    0.272284    1.944403    0.125000    0.040072   -2.349536    0.166667    0.306804    1.837435    0.208333    0.422113   -2.697250    0.250000    0.071818   -0.734917
2.29 2.39   13.896463    0.041667    1.455931   -1.285910    0.083333    0.274217    2.085743    0.125000    0.064896   -1.681867    0.166667    0.295356    1.670481    0.208333    0.404318   -2.675612    0.250000    0.062189   -0.611350
2.30 2.40   13.888781    0.041667    1.438118   -1.267738    0.083333    0.321327    2.311594    0.125000    0.088238   -1.667305    0.166667    0.296639    1.800318    0.208333    0.385207   -2.623663    0.250000    0.047087   -0.336320
2.31 2.41   13.880976    0.041667    1.399929   -1.289237    0.083333    0.298352    2.286643    0.125000    0.075711   -1.985406    0.166667    0.262580    1.973559    0.208333    0.385853   -2.633452    0.250000    0.062136   -0.345958
2.32 2.42   13.873045    0.041667    1.352544   -1.295441    0.083333    0.257923    2.133480    0.125000    0.055086   -2.156330    0.166667    0.245327    1.930839    0.208333    0.373001   -2.675977    0.250000    0.057959   -0.326475
2.33 2.43   13.864986    0.041667    1.326495   -1.278796    0.083333    0.293660    2.336140    0.125000    0.089386   -1.707170    0.166667    0.234971    1.839554    0.208333    0.363169   -2.669716    0.250000    0.047254   -0.230974
2.34 2.44   13.856798    0.041667    1.315632   -1.261675    0.083333    0.351839    2.487321    0.125000    0.104744   -1.492456    0.166667    0.218078    1.987790    0.208333    0.347218   -2.635718    0.250000    0.047247    0.021852
2.35 2.45   13.848478    0.041667    1.279463   -1.294123    0.083333    0.291317    2.442803    0.125000    0.072546   -1.697055    0.166667    0.202938    2.204231    0.208333    0.349306   -2.687429    0.250000    0.036925   -0.277438
2.36 2.46   13.840026    0.041667    1.211840   -1.335207    0.083333    0.282350    2.563463    0.125000    0.063956   -1.967358    0.166667    0.192704    2.266652    0.208333    0.344527   -2.711579    0.250000    0.042521    0.124798
2.37 2.47   13.831438    0.041667    1.179175   -1.318903    0.083333    0.299736    2.584732    0.125000    0.090608   -1.680044    0.166667    0.164540    2.159388    0.208333    0.317887   -2.692513    0.250000    0.051672    0.188295
2.38 2.48   13.822712    0.041667    1.162204   -1.271846    0.083333    0.383030    2.696704    0.125000    0.096537   -1.367917    0.166667    0.149328    2.255900    0.208333    0.305460   -2.679111    0.250000    0.056189   -0.020994
2.39 2.49   13.813848    0.041667    1.122260   -1.264313    0.083333    0.357080    2.682001    0.125000    0.057172   -1.363813    0.166667    0.164669    2.374460    0.208333    0.298845   -2.735968    0.250000    0.050335   -0.098547
2.40 2.50   13.804843    0.041667    1.072736   -1.263704    0.083333    0.304242    2.639148    0.125000    0.029964   -1.331427    0.166667    0.125807    2.278441    0.208333    0.315329   -2.809030    0.250000    0.038440   -0.058433
2.41 2.51   13.795695    0.041667    1.064613   -1.214877    0.083333    0.327804    2.692078    0.125000    0.074669   -1.106918    0.166667    0.114770    2.102386    0.208333    0.301280   -2.804901    0.250000    0.040483    0.534921
2.42 2.52   13.786402    0.041667    1.048908   -1.176461    0.083333    0.395474    2.779007    0.125000    0.099850   -1.028585    0.166667    0.100450    2.123856    0.208333    0.269167   -2.775340    0.250000    0.055958    0.603747
2.43 2.53   13.776962    0.041667    1.033601   -1.164322    0.083333    0.382133    2.741260    0.125000    0.083766   -0.897952    0.166667    0.093711    2.394321    0.208333    0.264510   -2.830177    0.250000    0.060652    0.654691
2.44 2.54   13.767372    0.041667    1.008730   -1.145442    0.083333    0.321537    2.795721    0.125000    0.050290   -0.739719    0.166667    0.068373    2.211246    0.208333    0.272881   -2.888836    0.250000    0.049947    0.772628
2.45 2.55   13.757632    0.041667    0.991061   -1.086161    0.083333    0.366797    2.770147    0.125000    0.103741   -0.856399    0.166667    0.073428    1.850268    0.208333    0.238046   -2.880019    0.250000    0.059021    1.003890
2.46 2.56   13.747738    0.041667    1.012411   -1.032120    0.083333    0.402089    2.776048    0.125000    0.137579   -0.816084    0.166667    0.061727    1.308819    0.208333    0.211830   -2.863692    0.250000    0.069279    1.097576
2.47 2.57   13.737689    0.041667    0.999019   -1.033042    0.083333    0.423390    2.842189    0.125000    0.132928   -0.802774    0.166667    0.048114    1.623197    0.208333    0.195554   -2.893572    0.250000    0.076216    1.105041
2.48 2.58   13.727483    0.041667    0.968853   -1.046808    0.083333    0.362472    2.874636    0.125000    0.121957   -0.859618    0.166667    0.023260    1.791206    0.208333    0.197716   -2.880208    0.250000    0.086417    1.223497
2.49 2.59   13.717117    0.041667    0.947901   -1.023235    0.083333    0.339442    2.841198    0.125000    0.141840   -0.834558    0.166667    0.010194   -0.307390    0.208333    0.200993   -2.976692    0.250000    0.087577    1.179680
2.50 2.60   13.706589    0.041667    0.940036   -1.003155    0.083333    0.396436    2.900606    0.125000    0.170746   -0.921652    0.166667    0.019224   -1.498068    0.208333    0.162411   -3.005201    0.250000    0.097490    1.134545
2.51 2.61   13.695897    0.041667    0.917183   -0.980681    0.083333    0.431269    2.940700    0.125000    0.152522   -0.883913    0.166667    0.031580   -1.433279    0.208333    0.149417   -2.963569    0.250000    0.105256    1.180027
2.52 2.62   13.685039    0.041667    0.869289   -1.017412    0.083333    0.363801    3.033772    0.125000    0.122394   -0.786117    0.166667    0.051282   -1.701222    0.208333    0.161634   -3.170002    0.250000    0.102267    1.361806
2.53 2.63   13.674013    0.041667    0.823147   -1.053105    0.083333    0.395006    3.027904    0.125000    0.113454   -0.798950    0.166667    0.063617   -1.989119    0.208333    0.154216   -3.215730    0.250000    0.110148    1.201507
