   1.050000   15.756661
   1.150000   15.239513
   1.250000   14.349625
   1.350000   13.511444
   1.450000   13.233766
   1.550000   10.951607
   1.650000   12.186141
   1.750000   12.950869
   1.850000   13.528829
   1.950000   13.820380
   2.050000   13.977230
   2.150000   13.976755
   2.250000   14.151362
   2.350000   13.974593
   2.450000   13.916055
   2.550000   13.810952
   2.650000   13.600088
   2.750000   13.384309
   2.850000   13.236056
   2.950000   12.969732
   3.050000   12.806519
   3.150000   12.676114
   3.250000   12.415308
   3.350000   12.171515
   3.450000   11.816182
   3.550000   11.468911
   3.650000   11.098054
   3.750000   10.540627
   3.850000   10.115897
   3.950000    9.627343
   4.050000    9.022644
   4.150000    8.694968
   4.250000    8.509851
   4.350000    8.005011
   4.450000    7.641271
   4.550000    7.111650
   4.650000    6.539309
   4.750000    5.870050
   4.850000    5.473904
   4.950000    5.189188
   5.050000    4.826571
   5.150000    4.668335
   5.250000    4.475808
   5.350000    4.215239
   5.450000    4.069567
   5.550000    4.001335
   5.650000    3.856002
   5.750000    3.709046
   5.850000    4.166914
