   1.050000   15.175738
   1.150000   14.937339
   1.250000   14.331418
   1.350000   12.466892
   1.450000   12.053391
   1.550000   11.636415
   1.650000   12.840860
   1.750000   13.712831
   1.850000   14.000725
   1.950000   14.241477
   2.050000   14.269666
   2.150000   14.299435
   2.250000   14.247724
   2.350000   14.137254
   2.450000   14.141984
   2.550000   13.820481
   2.650000   13.595395
   2.750000   13.375762
   2.850000   13.131070
   2.950000   12.754344
   3.050000   12.387874
   3.150000   11.838778
   3.250000   11.351400
   3.350000   10.904244
   3.450000   10.225086
   3.550000    9.890338
   3.650000    9.739440
   3.750000    9.453111
   3.850000    8.961076
   3.950000    8.065697
   4.050000    7.587956
   4.150000    6.474004
   4.250000    5.330465
   4.350000    5.270972
   4.450000    4.827147
   4.550000    4.724665
   4.650000    4.593077
   4.750000    4.388235
   4.850000    4.201191
   4.950000    4.067183
   5.050000    3.940784
   5.150000    3.806266
   5.250000    3.712529
   5.350000    3.619216
   5.450000    3.510779
   5.550000    3.454956
   5.650000    3.310069
   5.750000    3.280721
   5.850000    3.305411
